--------------------------------
address: 127.0.0.1:9919	mode: stream	payload: 4.1 kB	duration: 3m0s	connections: 512
Connection metrics:
[Conn 1] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 337] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 338] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 339] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161744 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 340] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 341] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 342] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 343] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 344] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 345] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 346] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 347] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 348] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 349] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 350] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 351] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 352] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 353] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 354] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 355] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 356] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 357] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 358] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 359] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 360] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161761 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 361] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 362] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 363] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 364] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 365] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 366] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 367] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 368] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 369] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 370] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 371] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161761 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 372] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 373] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 374] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 375] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 376] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 377] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 378] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 379] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 380] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 381] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 382] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 383] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 384] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 385] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 386] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 387] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 388] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 389] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 390] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 391] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 392] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 393] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 394] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 395] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 396] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 397] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 398] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 399] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 400] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 401] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 402] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 403] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 404] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 405] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 406] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 407] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 408] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 409] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 410] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 411] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 412] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 413] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 414] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 415] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 416] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 417] sent: 666.1 MB, received: 662.6 MB, requests: 162631, responses: 161757 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 418] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 419] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 420] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 421] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 422] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 423] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 424] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 425] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 426] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 427] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 428] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 429] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 430] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 431] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 432] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 433] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 434] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 435] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 436] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 437] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 438] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161761 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 439] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 440] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 441] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 442] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 443] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 444] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 445] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 446] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 447] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 448] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 449] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 450] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 451] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 452] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161753 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 453] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161761 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 454] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 455] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 456] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 457] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 458] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 459] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 460] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 461] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 462] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 463] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 464] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161752 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 465] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 466] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 467] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161758 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 468] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 469] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 470] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 471] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 472] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 473] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 474] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 475] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 476] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 477] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 478] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 479] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 480] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 481] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 482] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 483] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 484] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 485] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 486] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 487] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 488] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 489] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 490] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 491] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 492] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 493] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 494] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 495] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 496] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161766 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 497] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161750 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 498] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161760 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 499] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 500] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 501] sent: 666.1 MB, received: 662.5 MB, requests: 162624, responses: 161751 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 502] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 503] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
[Conn 504] sent: 666.1 MB, received: 662.6 MB, requests: 162624, responses: 161759 sent/sec: 3.7 MB recv/sec 3.7 MB req/sec: 903 res/sec 898
